Date/Time,Location,Sunlight,Magnetic field strength,Temperature,Humidity
2022-04-16 04:43:24.261670,IERS2010 latitude -43.0468 N longitude -124.2438 E elevation 433301.1 m,In darkness,"x: 35.58584976196289, y: -7.469606399536133, z: -13.646942138671875",34.8314°C,29.8116%
2022-04-16 04:43:39.366629,IERS2010 latitude -43.5591 N longitude -123.1727 E elevation 433484.5 m,In darkness,"x: 35.247379302978516, y: -7.615451335906982, z: -13.518513679504395",34.8669°C,29.9187%
2022-04-16 04:43:54.513518,IERS2010 latitude -44.0613 N longitude -122.0795 E elevation 433662.6 m,In darkness,"x: 34.87256622314453, y: -7.821844100952148, z: -13.642071723937988",34.7425°C,29.4077%
2022-04-16 04:44:09.592210,IERS2010 latitude -44.5494 N longitude -120.9719 E elevation 433834.0 m,In darkness,"x: 34.61127853393555, y: -8.036922454833984, z: -13.479726791381836",34.8136°C,29.833%
2022-04-16 04:44:24.681642,IERS2010 latitude -45.0256 N longitude -119.8440 E elevation 433999.5 m,In darkness,"x: 34.15592575073242, y: -8.175583839416504, z: -13.646364212036133",34.7425°C,28.9702%
2022-04-16 04:44:39.786662,IERS2010 latitude -45.4896 N longitude -118.6954 E elevation 434159.0 m,In darkness,"x: 34.010986328125, y: -8.302495956420898, z: -13.71532154083252",34.7247°C,29.3985%
2022-04-16 04:44:54.892678,IERS2010 latitude -45.9405 N longitude -117.5270 E elevation 434312.0 m,In darkness,"x: 33.57986068725586, y: -8.397025108337402, z: -13.872806549072266",34.8314°C,29.5791%
2022-04-16 04:45:10.017430,IERS2010 latitude -46.3785 N longitude -116.3372 E elevation 434458.7 m,In darkness,"x: 33.278106689453125, y: -8.492456436157227, z: -13.850531578063965",34.8314°C,29.2517%
2022-04-16 04:45:25.094933,IERS2010 latitude -46.8012 N longitude -115.1315 E elevation 434598.1 m,In darkness,"x: 32.92334747314453, y: -8.526771545410156, z: -13.818174362182617",34.778°C,29.6219%
2022-04-16 04:45:40.206750,IERS2010 latitude -47.2105 N longitude -113.9034 E elevation 434731.0 m,In darkness,"x: 32.60976028442383, y: -8.444785118103027, z: -13.835860252380371",34.778°C,29.3894%
2022-04-16 04:45:55.304586,IERS2010 latitude -47.6047 N longitude -112.6568 E elevation 434856.8 m,In darkness,"x: 32.257572174072266, y: -8.379521369934082, z: -13.995951652526855",34.8136°C,29.2762%
2022-04-16 04:46:10.396579,IERS2010 latitude -47.9836 N longitude -111.3912 E elevation 434975.3 m,In darkness,"x: 31.82782745361328, y: -8.388739585876465, z: -13.887248039245605",34.7958°C,29.4567%
2022-04-16 04:46:25.520348,IERS2010 latitude -48.3476 N longitude -110.1039 E elevation 435086.7 m,In darkness,"x: 31.412885665893555, y: -8.334524154663086, z: -13.834039688110352",34.7958°C,29.3312%
2022-04-16 04:46:40.608149,IERS2010 latitude -48.6947 N longitude -108.8007 E elevation 435190.5 m,In darkness,"x: 31.186193466186523, y: -8.228825569152832, z: -14.044415473937988",34.7425°C,29.3159%
2022-04-16 04:46:55.716613,IERS2010 latitude -49.0258 N longitude -107.4773 E elevation 435286.8 m,In darkness,"x: 30.76692771911621, y: -8.232712745666504, z: -14.076499938964844",34.7958°C,28.4623%
2022-04-16 04:47:10.809923,IERS2010 latitude -49.3398 N longitude -106.1372 E elevation 435375.3 m,In darkness,"x: 30.47073745727539, y: -8.30176067352295, z: -14.060365676879883",34.778°C,29.3129%
2022-04-16 04:47:25.893369,IERS2010 latitude -49.6363 N longitude -104.7806 E elevation 435456.0 m,In darkness,"x: 30.063159942626953, y: -8.177560806274414, z: -14.086678504943848",34.7425°C,28.8998%
2022-04-16 04:47:41.015254,IERS2010 latitude -49.9160 N longitude -103.4037 E elevation 435529.0 m,In darkness,"x: 29.652706146240234, y: -7.930993556976318, z: -14.00710678100586",34.7247°C,29.3404%
2022-04-16 04:47:56.114973,IERS2010 latitude -50.1772 N longitude -102.0127 E elevation 435593.8 m,In darkness,"x: 29.374658584594727, y: -7.81552267074585, z: -13.861438751220703",34.7958°C,29.3098%
2022-04-16 04:48:11.212336,IERS2010 latitude -50.4199 N longitude -100.6065 E elevation 435650.6 m,In darkness,"x: 28.958314895629883, y: -7.65712308883667, z: -13.983969688415527",34.8314°C,29.5515%
2022-04-16 04:48:26.304661,IERS2010 latitude -50.6439 N longitude -99.1863 E elevation 435699.2 m,In darkness,"x: 28.704683303833008, y: -7.50615930557251, z: -14.116697311401367",34.8847°C,30.4602%
2022-04-16 04:48:41.396567,IERS2010 latitude -50.8488 N longitude -97.7526 E elevation 435739.6 m,In darkness,"x: 28.48737907409668, y: -7.257313251495361, z: -14.149779319763184",34.7247°C,29.3618%
2022-04-16 04:48:56.534365,IERS2010 latitude -51.0350 N longitude -96.3020 E elevation 435771.8 m,In darkness,"x: 28.06328582763672, y: -6.897186279296875, z: -14.164409637451172",34.7602°C,29.4873%
2022-04-16 04:49:11.622750,IERS2010 latitude -51.2009 N longitude -94.8446 E elevation 435795.5 m,In darkness,"x: 27.9934139251709, y: -6.696685314178467, z: -14.06468391418457",34.778°C,29.5179%
2022-04-16 04:49:26.710659,IERS2010 latitude -51.3469 N longitude -93.3770 E elevation 435810.8 m,In darkness,"x: 27.757144927978516, y: -6.569737911224365, z: -14.245068550109863",34.7958°C,30.0472%
2022-04-16 04:49:41.800645,IERS2010 latitude -51.4728 N longitude -91.9001 E elevation 435817.6 m,In darkness,"x: 27.403207778930664, y: -6.493643283843994, z: -14.27890396118164",34.7602°C,29.0008%
2022-04-16 04:49:56.890647,IERS2010 latitude -51.5785 N longitude -90.4153 E elevation 435816.0 m,In darkness,"x: 27.015422821044922, y: -6.320678234100342, z: -14.330487251281738",34.7247°C,29.527%
2022-04-16 04:50:12.015260,IERS2010 latitude -51.6638 N longitude -88.9207 E elevation 435805.8 m,In darkness,"x: 26.74834632873535, y: -6.202176570892334, z: -14.2261962890625",34.7247°C,29.1446%
2022-04-16 04:50:27.108340,IERS2010 latitude -51.7283 N longitude -87.4240 E elevation 435787.1 m,In darkness,"x: 26.457660675048828, y: -6.028245449066162, z: -14.135568618774414",34.778°C,28.9947%
2022-04-16 04:50:42.212658,IERS2010 latitude -51.7722 N longitude -85.9225 E elevation 435759.9 m,In darkness,"x: 26.230587005615234, y: -5.894372940063477, z: -14.046960830688477",34.7602°C,29.3618%
2022-04-16 04:50:57.300770,IERS2010 latitude -51.7951 N longitude -84.4202 E elevation 435724.1 m,In darkness,"x: 26.035537719726562, y: -5.503202438354492, z: -14.026691436767578",34.7247°C,29.7994%
2022-04-16 04:51:12.391655,IERS2010 latitude -51.7973 N longitude -82.9168 E elevation 435679.8 m,In darkness,"x: 25.974843978881836, y: -5.164581775665283, z: -13.96133041381836",34.778°C,28.7774%
2022-04-16 04:51:27.524444,IERS2010 latitude -51.7786 N longitude -81.4097 E elevation 435626.8 m,In darkness,"x: 25.854948043823242, y: -4.259566307067871, z: -14.057480812072754",34.8136°C,29.3526%
2022-04-16 04:51:42.612776,IERS2010 latitude -51.7390 N longitude -79.9091 E elevation 435565.4 m,In darkness,"x: 25.75937271118164, y: -4.119903087615967, z: -13.817155838012695",34.7247°C,30.1298%
2022-04-16 04:51:57.700662,IERS2010 latitude -51.6788 N longitude -78.4120 E elevation 435495.6 m,In darkness,"x: 25.54416275024414, y: -4.003881931304932, z: -13.85723876953125",34.8136°C,31.066%
2022-04-16 04:52:12.789984,IERS2010 latitude -51.5979 N longitude -76.9195 E elevation 435417.3 m,In darkness,"x: 25.43104362487793, y: -3.9229743480682373, z: -13.854462623596191",34.8136°C,29.5576%
2022-04-16 04:52:27.881668,IERS2010 latitude -51.4965 N longitude -75.4329 E elevation 435330.6 m,In darkness,"x: 25.510717391967773, y: -3.8379812240600586, z: -13.703227043151855",34.7425°C,30.0349%
2022-04-16 04:52:43.014567,IERS2010 latitude -51.3744 N longitude -73.9498 E elevation 435235.3 m,In darkness,"x: 25.328699111938477, y: -3.574223041534424, z: -13.723795890808105",34.8136°C,29.3068%
2022-04-16 04:52:58.108659,IERS2010 latitude -51.2324 N longitude -72.4794 E elevation 435131.9 m,In darkness,"x: 25.182546615600586, y: -3.345773458480835, z: -13.69660472869873",34.7958°C,29.3404%
2022-04-16 04:53:13.199920,IERS2010 latitude -51.0705 N longitude -71.0192 E elevation 435020.3 m,In darkness,"x: 25.059690475463867, y: -3.1446707248687744, z: -13.598730087280273",34.7425°C,29.5791%
2022-04-16 04:53:28.306618,IERS2010 latitude -50.8887 N longitude -69.5687 E elevation 434900.4 m,In darkness,"x: 24.909576416015625, y: -2.847898006439209, z: -13.633718490600586",34.8314°C,28.6183%
2022-04-16 04:53:43.416500,IERS2010 latitude -50.6874 N longitude -68.1303 E elevation 434772.4 m,In darkness,"x: 24.817977905273438, y: -2.488848924636841, z: -13.57526683807373",34.7602°C,29.2211%
2022-04-16 04:53:58.543070,IERS2010 latitude -50.4667 N longitude -66.7036 E elevation 434636.3 m,In darkness,"x: 24.611785888671875, y: -2.4073967933654785, z: -13.597745895385742",34.7425°C,29.2792%
2022-04-16 04:54:13.604979,IERS2010 latitude -50.2282 N longitude -65.2972 E elevation 434492.9 m,In darkness,"x: 24.351627349853516, y: -2.189720392227173, z: -13.536617279052734",34.7247°C,29.8024%
2022-04-16 04:54:28.696569,IERS2010 latitude -49.9708 N longitude -63.9033 E elevation 434341.4 m,In darkness,"x: 24.230878829956055, y: -1.8776733875274658, z: -14.052691459655762",34.778°C,29.6525%
2022-04-16 04:54:43.797331,IERS2010 latitude -49.6951 N longitude -62.5244 E elevation 434182.2 m,In darkness,"x: 24.304933547973633, y: -1.6405867338180542, z: -13.833191871643066",34.7602°C,29.5515%
2022-04-16 04:54:58.903587,IERS2010 latitude -49.4016 N longitude -61.1617 E elevation 434015.3 m,In darkness,"x: 24.24013900756836, y: -1.4118924140930176, z: -13.548462867736816",34.6891°C,28.7193%
2022-04-16 04:55:14.036802,IERS2010 latitude -49.0901 N longitude -59.8139 E elevation 433840.7 m,In darkness,"x: 24.108827590942383, y: -1.2494879961013794, z: -13.364319801330566",34.7247°C,29.2425%
2022-04-16 04:55:29.117204,IERS2010 latitude -48.7628 N longitude -58.4887 E elevation 433659.4 m,In darkness,"x: 24.030113220214844, y: -1.1082748174667358, z: -13.168108940124512",34.7958°C,29.8452%
2022-04-16 04:55:44.226411,IERS2010 latitude -48.4183 N longitude -57.1793 E elevation 433470.6 m,In darkness,"x: 24.093881607055664, y: -0.9414927363395691, z: -13.12907600402832",34.8136°C,28.961%
2022-04-16 04:55:59.328653,IERS2010 latitude -48.0578 N longitude -55.8893 E elevation 433274.9 m,In darkness,"x: 24.103046417236328, y: -0.8328171968460083, z: -13.276825904846191",34.8847°C,29.6372%
2022-04-16 04:56:14.420667,IERS2010 latitude -47.6818 N longitude -54.6192 E elevation 433072.5 m,In darkness,"x: 24.140710830688477, y: -0.31937405467033386, z: -13.147834777832031",34.8136°C,29.2456%
2022-04-16 04:56:29.545056,IERS2010 latitude -47.2897 N longitude -53.3658 E elevation 432862.9 m,In darkness,"x: 24.026443481445312, y: -0.2860329747200012, z: -12.728185653686523",34.7247°C,29.1997%
2022-04-16 04:56:44.638180,IERS2010 latitude -46.8835 N longitude -52.1346 E elevation 432647.3 m,In darkness,"x: 24.053272247314453, y: -0.09858296066522598, z: -12.39449691772461",34.7247°C,29.1813%
2022-04-16 04:56:59.738707,IERS2010 latitude -46.4627 N longitude -50.9224 E elevation 432425.2 m,In darkness,"x: 24.18279266357422, y: 0.008825140073895454, z: -12.171835899353027",34.778°C,29.7565%
2022-04-16 04:57:14.834651,IERS2010 latitude -46.0280 N longitude -49.7302 E elevation 432196.9 m,In darkness,"x: 24.188430786132812, y: 0.1651376634836197, z: -12.157048225402832",34.778°C,25.2283%
2022-04-16 04:57:29.936280,IERS2010 latitude -45.5796 N longitude -48.5575 E elevation 431962.6 m,In darkness,"x: 24.135984420776367, y: 0.22673043608665466, z: -12.119499206542969",34.8136°C,29.5485%
2022-04-16 04:57:45.074311,IERS2010 latitude -45.1168 N longitude -47.4016 E elevation 431721.9 m,In darkness,"x: 24.218734741210938, y: 0.39139991998672485, z: -11.911298751831055",34.778°C,29.9585%
2022-04-16 04:58:00.156379,IERS2010 latitude -44.6429 N longitude -46.2697 E elevation 431476.5 m,In darkness,"x: 24.354856491088867, y: 0.6949490308761597, z: -11.805978775024414",34.7958°C,29.4964%
2022-04-16 04:58:15.250011,IERS2010 latitude -44.1563 N longitude -45.1564 E elevation 431225.5 m,In darkness,"x: 24.318357467651367, y: 0.7937018275260925, z: -11.743642807006836",34.8669°C,29.3924%
2022-04-16 04:58:30.341669,IERS2010 latitude -43.6579 N longitude -44.0626 E elevation 430969.3 m,In darkness,"x: 24.323715209960938, y: 0.7809826135635376, z: -11.587625503540039",34.7958°C,28.4195%
2022-04-16 04:58:45.436774,IERS2010 latitude -43.1477 N longitude -42.9876 E elevation 430708.1 m,In darkness,"x: 24.336355209350586, y: 0.8493790030479431, z: -11.369172096252441",34.8491°C,30.4021%
2022-04-16 04:59:00.584619,IERS2010 latitude -42.6246 N longitude -41.9279 E elevation 430441.1 m,In darkness,"x: 24.33395767211914, y: 0.9661676287651062, z: -11.130855560302734",34.7425°C,28.6275%
2022-04-16 04:59:15.654782,IERS2010 latitude -42.0933 N longitude -40.8922 E elevation 430171.0 m,In darkness,"x: 24.204242706298828, y: 1.0500835180282593, z: -11.043050765991211",34.7958°C,29.9156%
2022-04-16 04:59:30.751656,IERS2010 latitude -41.5506 N longitude -39.8730 E elevation 429896.0 m,In darkness,"x: 24.303998947143555, y: 1.0985567569732666, z: -11.046412467956543",34.7247°C,29.4506%
2022-04-16 04:59:45.846774,IERS2010 latitude -40.9979 N longitude -38.8720 E elevation 429617.0 m,In darkness,"x: 24.394187927246094, y: 1.138206958770752, z: -10.757036209106445",34.778°C,28.704%
2022-04-16 05:00:00.956616,IERS2010 latitude -40.4350 N longitude -37.8877 E elevation 429333.8 m,In darkness,"x: 24.28628158569336, y: 1.119045376777649, z: -10.58867073059082",34.7602°C,29.3251%
2022-04-16 05:00:16.094505,IERS2010 latitude -39.8615 N longitude -36.9190 E elevation 429046.4 m,In darkness,"x: 24.30723762512207, y: 1.0885264873504639, z: -10.500378608703613",34.7602°C,29.4077%
2022-04-16 05:00:31.177173,IERS2010 latitude -39.2812 N longitude -35.9709 E elevation 428756.7 m,In darkness,"x: 24.25310516357422, y: 1.1123982667922974, z: -10.325871467590332",34.7069°C,29.5638%
2022-04-16 05:00:46.276088,IERS2010 latitude -38.6914 N longitude -35.0383 E elevation 428463.4 m,In darkness,"x: 24.35642433166504, y: 1.2352726459503174, z: -10.249052047729492",34.7425°C,28.9335%
2022-04-16 05:01:01.385350,IERS2010 latitude -38.0928 N longitude -34.1214 E elevation 428167.0 m,In darkness,"x: 24.377098083496094, y: 1.0660861730575562, z: -9.987818717956543",34.8314°C,29.1507%
2022-04-16 05:01:16.484637,IERS2010 latitude -37.4866 N longitude -33.2210 E elevation 427868.2 m,In darkness,"x: 24.458112716674805, y: 1.1170480251312256, z: -10.172371864318848",34.7425°C,29.2303%
2022-04-16 05:01:31.611037,IERS2010 latitude -36.8713 N longitude -32.3344 E elevation 427566.3 m,In darkness,"x: 24.43499755859375, y: 1.2338948249816895, z: -9.980256080627441",34.7425°C,29.0803%
2022-04-16 05:01:46.704143,IERS2010 latitude -36.2500 N longitude -31.4649 E elevation 427262.9 m,In darkness,"x: 24.572649002075195, y: 1.2836418151855469, z: -9.860105514526367",34.7958°C,29.8667%
2022-04-16 05:02:01.784956,IERS2010 latitude -35.6218 N longitude -30.6107 E elevation 426957.9 m,In darkness,"x: 24.59287452697754, y: 1.2928531169891357, z: -9.780791282653809",34.778°C,29.2639%
2022-04-16 05:02:16.878613,IERS2010 latitude -34.9862 N longitude -29.7700 E elevation 426650.8 m,In darkness,"x: 24.620285034179688, y: 1.098963975906372, z: -9.881263732910156",34.7958°C,29.3465%
2022-04-16 05:02:31.986603,IERS2010 latitude -34.3432 N longitude -28.9425 E elevation 426342.1 m,In darkness,"x: 24.69253921508789, y: 1.2352776527404785, z: -9.847199440002441",34.7425°C,28.6214%
2022-04-16 05:02:47.116751,IERS2010 latitude -33.6929 N longitude -28.1272 E elevation 426031.7 m,In darkness,"x: 24.710899353027344, y: 1.2267836332321167, z: -9.741333961486816",34.7247°C,29.3343%
2022-04-16 05:03:02.214242,IERS2010 latitude -33.0376 N longitude -27.3267 E elevation 425721.0 m,In darkness,"x: 24.496601104736328, y: 1.1953761577606201, z: -9.592063903808594",34.7425°C,28.9824%
2022-04-16 05:03:17.302578,IERS2010 latitude -32.3768 N longitude -26.5395 E elevation 425409.9 m,In darkness,"x: 24.45896339416504, y: 1.170090675354004, z: -9.786463737487793",34.7602°C,30.0441%
2022-04-16 05:03:32.406689,IERS2010 latitude -31.7096 N longitude -25.7636 E elevation 425098.0 m,In darkness,"x: 24.47565460205078, y: 1.1801382303237915, z: -9.514102935791016",34.6713°C,29.3802%
2022-04-16 05:03:47.497420,IERS2010 latitude -31.0374 N longitude -25.0004 E elevation 424786.2 m,In darkness,"x: 24.385986328125, y: 1.241477608680725, z: -9.254400253295898",34.8669°C,31.3353%
2022-04-16 05:04:02.644809,IERS2010 latitude -30.3573 N longitude -24.2458 E elevation 424473.4 m,In darkness,"x: 24.37630844116211, y: 1.1900500059127808, z: -9.530226707458496",34.778°C,29.5179%
2022-04-16 05:04:17.727215,IERS2010 latitude -29.6751 N longitude -23.5057 E elevation 424162.2 m,In darkness,"x: 24.37384605407715, y: 1.140018343925476, z: -9.413057327270508",34.7958°C,30.1298%
2022-04-16 05:04:32.825054,IERS2010 latitude -28.9872 N longitude -22.7755 E elevation 423851.4 m,In darkness,"x: 24.5118408203125, y: 1.0620373487472534, z: -9.36083698272705",34.778°C,29.2731%
2022-04-16 05:04:47.919928,IERS2010 latitude -28.2947 N longitude -22.0559 E elevation 423541.4 m,In darkness,"x: 24.52010726928711, y: 1.0303817987442017, z: -9.545454978942871",34.7602°C,29.4353%
2022-04-16 05:05:03.028022,IERS2010 latitude -27.5971 N longitude -21.3457 E elevation 423232.2 m,In darkness,"x: 24.44671630859375, y: 0.9953669309616089, z: -9.501286506652832",34.8847°C,29.3496%
2022-04-16 05:05:18.138818,IERS2010 latitude -26.8950 N longitude -20.6450 E elevation 422924.4 m,In darkness,"x: 24.318437576293945, y: 0.9641917943954468, z: -9.214463233947754",34.7958°C,29.319%
2022-04-16 05:05:33.228269,IERS2010 latitude -26.1898 N longitude -19.9547 E elevation 422618.6 m,In darkness,"x: 24.33954429626465, y: 0.9143331050872803, z: -9.196587562561035",34.7602°C,29.3068%
2022-04-16 05:05:48.321838,IERS2010 latitude -25.4803 N longitude -19.2731 E elevation 422314.5 m,In darkness,"x: 24.31988525390625, y: 0.6569996476173401, z: -9.157221794128418",34.8136°C,28.5571%
2022-04-16 05:06:03.416696,IERS2010 latitude -24.7669 N longitude -18.6002 E elevation 422012.5 m,In darkness,"x: 24.20965576171875, y: 0.5902537107467651, z: -9.393048286437988",34.8669°C,29.0314%
2022-04-16 05:06:18.520172,IERS2010 latitude -24.0495 N longitude -17.9352 E elevation 421712.7 m,In darkness,"x: 24.116928100585938, y: 0.5028848052024841, z: -9.39585018157959",34.7602°C,29.2976%
2022-04-16 05:06:33.643048,IERS2010 latitude -23.3275 N longitude -17.2774 E elevation 421415.0 m,In darkness,"x: 24.060277938842773, y: 0.568550169467926, z: -9.4357328414917",34.7425°C,29.3557%
2022-04-16 05:06:48.730978,IERS2010 latitude -22.6039 N longitude -16.6287 E elevation 421120.8 m,In darkness,"x: 23.786033630371094, y: 0.5923448204994202, z: -9.343657493591309",34.7069°C,29.1293%
2022-04-16 05:07:03.820982,IERS2010 latitude -21.8770 N longitude -15.9874 E elevation 420829.6 m,In darkness,"x: 23.618196487426758, y: 0.30886441469192505, z: -9.498350143432617",34.7425°C,29.6923%
2022-04-16 05:07:18.924925,IERS2010 latitude -21.1462 N longitude -15.3525 E elevation 420541.3 m,In darkness,"x: 23.551677703857422, y: 0.14047706127166748, z: -9.61549186706543",34.7425°C,29.5852%
2022-04-16 05:07:34.020653,IERS2010 latitude -20.4130 N longitude -14.7247 E elevation 420256.7 m,In darkness,"x: 23.29240608215332, y: 0.6823031306266785, z: -9.853896141052246",34.778°C,28.7132%
2022-04-16 05:07:49.164741,IERS2010 latitude -19.6745 N longitude -14.1015 E elevation 419974.8 m,In darkness,"x: 23.188661575317383, y: 0.4672057330608368, z: -9.76672077178955",34.7958°C,29.6188%
2022-04-16 05:08:04.252309,IERS2010 latitude -18.9362 N longitude -13.4867 E elevation 419697.9 m,In darkness,"x: 23.040136337280273, y: 0.3590638041496277, z: -10.101166725158691",34.778°C,29.9034%
2022-04-16 05:08:19.352090,IERS2010 latitude -18.1947 N longitude -12.8773 E elevation 419424.9 m,In darkness,"x: 22.900375366210938, y: 0.2539635896682739, z: -10.2501220703125",34.778°C,31.1792%
2022-04-16 05:08:34.441169,IERS2010 latitude -17.4512 N longitude -12.2740 E elevation 419156.4 m,In darkness,"x: 22.721223831176758, y: 0.09269845485687256, z: -10.238390922546387",34.7069°C,30.6897%
2022-04-16 05:08:49.544994,IERS2010 latitude -16.7048 N longitude -11.6754 E elevation 418892.1 m,In darkness,"x: 22.530712127685547, y: -0.06742606312036514, z: -10.213412284851074",34.7247°C,29.6464%
2022-04-16 05:09:04.676024,IERS2010 latitude -15.9548 N longitude -11.0809 E elevation 418632.1 m,In darkness,"x: 22.229045867919922, y: -0.2032325118780136, z: -10.24483871459961",34.7425°C,28.6765%
2022-04-16 05:09:19.770675,IERS2010 latitude -15.2045 N longitude -10.4926 E elevation 418377.6 m,In darkness,"x: 22.148998260498047, y: -0.3464035391807556, z: -10.373637199401855",34.7602°C,29.5301%
2022-04-16 05:09:34.860200,IERS2010 latitude -14.4525 N longitude -9.9090 E elevation 418128.2 m,In darkness,"x: 21.97034454345703, y: -0.381366491317749, z: -10.25850772857666",34.7602°C,29.5974%
2022-04-16 05:09:49.964912,IERS2010 latitude -13.6979 N longitude -9.3292 E elevation 417883.9 m,In darkness,"x: 21.684349060058594, y: -0.43577200174331665, z: -10.5508451461792",34.7958°C,29.6127%
2022-04-16 05:10:05.056651,IERS2010 latitude -12.9423 N longitude -8.7539 E elevation 417645.1 m,In darkness,"x: 21.463394165039062, y: -0.5638901591300964, z: -10.881204605102539",34.6891°C,28.7377%
2022-04-16 05:10:20.194447,IERS2010 latitude -12.1826 N longitude -8.1807 E elevation 417411.2 m,In darkness,"x: 21.148664474487305, y: -0.6992376446723938, z: -11.083880424499512",34.8314°C,28.9855%
2022-04-16 05:10:35.270985,IERS2010 latitude -11.4246 N longitude -7.6133 E elevation 417184.1 m,In darkness,"x: 20.783981323242188, y: -0.7752954959869385, z: -11.42099380493164",34.7958°C,28.8172%
2022-04-16 05:10:50.376630,IERS2010 latitude -10.6636 N longitude -7.0481 E elevation 416962.3 m,In darkness,"x: 20.684446334838867, y: -0.8422024846076965, z: -11.466541290283203",34.7425°C,28.4225%
2022-04-16 05:11:05.472834,IERS2010 latitude -9.9018 N longitude -6.4864 E elevation 416746.7 m,In sunlight,"x: 20.382898330688477, y: -0.7844774127006531, z: -11.716700553894043",34.778°C,29.5423%
2022-04-16 05:11:20.566148,IERS2010 latitude -9.1389 N longitude -5.9276 E elevation 416537.4 m,In sunlight,"x: 19.918455123901367, y: -0.7758299708366394, z: -11.93095874786377",34.8314°C,29.5454%
2022-04-16 05:11:35.704028,IERS2010 latitude -8.3726 N longitude -5.3698 E elevation 416333.7 m,In sunlight,"x: 19.5395450592041, y: -0.7010198831558228, z: -12.01705551147461",34.7247°C,30.1726%
2022-04-16 05:11:50.798209,IERS2010 latitude -7.6075 N longitude -4.8160 E elevation 416137.1 m,In sunlight,"x: 19.193296432495117, y: -0.6185355186462402, z: -12.35041618347168",34.7958°C,29.5179%
2022-04-16 05:12:05.890792,IERS2010 latitude -6.8415 N longitude -4.2644 E elevation 415947.0 m,In sunlight,"x: 18.838424682617188, y: -0.43860793113708496, z: -12.765998840332031",34.7069°C,29.423%
2022-04-16 05:12:20.986001,IERS2010 latitude -6.0746 N longitude -3.7146 E elevation 415763.5 m,In sunlight,"x: 18.385051727294922, y: -0.3410598039627075, z: -13.191258430480957",34.6891°C,29.5576%
2022-04-16 05:12:36.090691,IERS2010 latitude -5.3064 N longitude -3.1662 E elevation 415586.7 m,In sunlight,"x: 17.89274787902832, y: -0.22062470018863678, z: -13.281639099121094",34.7602°C,29.7932%
2022-04-16 05:12:51.225481,IERS2010 latitude -4.5360 N longitude -2.6181 E elevation 415416.3 m,In sunlight,"x: 17.45772361755371, y: -0.17158356308937073, z: -13.560453414916992",34.7958°C,29.5821%
2022-04-16 05:13:06.304495,IERS2010 latitude -3.7680 N longitude -2.0734 E elevation 415253.6 m,In sunlight,"x: 17.225526809692383, y: -0.06848829239606857, z: -13.955296516418457",34.8314°C,29.3098%
2022-04-16 05:13:21.404988,IERS2010 latitude -2.9983 N longitude -1.5289 E elevation 415097.6 m,In sunlight,"x: 16.786808013916016, y: 0.26902177929878235, z: -14.224844932556152",34.6713°C,28.9365%
2022-04-16 05:13:36.506230,IERS2010 latitude -2.2283 N longitude -0.9852 E elevation 414948.7 m,In sunlight,"x: 16.40650177001953, y: 0.452085018157959, z: -14.68842601776123",34.7247°C,26.1554%
2022-04-16 05:13:51.606167,IERS2010 latitude -1.4580 N longitude -0.4421 E elevation 414806.9 m,In sunlight,"x: 15.789521217346191, y: 0.5187060236930847, z: -15.122931480407715",34.8314°C,29.4047%
2022-04-16 05:14:06.741352,IERS2010 latitude -0.6857 N longitude 0.1018 E elevation 414672.1 m,In sunlight,"x: 15.468587875366211, y: 0.8814135789871216, z: -15.369338989257812",34.7425°C,30.8672%
2022-04-16 05:14:21.824963,IERS2010 latitude +0.0841 N longitude 0.6437 E elevation 414544.9 m,In sunlight,"x: 15.153286933898926, y: 1.1731228828430176, z: -15.815165519714355",34.7602°C,29.2884%
2022-04-16 05:14:36.924022,IERS2010 latitude +0.8546 N longitude 1.1862 E elevation 414424.9 m,In sunlight,"x: 14.823149681091309, y: 1.327644944190979, z: -16.127492904663086",34.7425°C,29.7198%
2022-04-16 05:14:52.026568,IERS2010 latitude +1.6253 N longitude 1.7291 E elevation 414312.2 m,In sunlight,"x: 14.366959571838379, y: 1.6324471235275269, z: -16.367841720581055",34.778°C,29.4506%
2022-04-16 05:15:07.124603,IERS2010 latitude +2.3956 N longitude 2.2723 E elevation 414206.9 m,In sunlight,"x: 13.984822273254395, y: 1.9224205017089844, z: -16.721357345581055",34.7958°C,28.909%
2022-04-16 05:15:22.269513,IERS2010 latitude +3.1680 N longitude 2.8179 E elevation 414108.7 m,In sunlight,"x: 13.603843688964844, y: 2.356137990951538, z: -16.902374267578125",34.778°C,29.5515%
2022-04-16 05:15:37.334036,IERS2010 latitude +3.9360 N longitude 3.3615 E elevation 414018.3 m,In sunlight,"x: 13.239191055297852, y: 2.7494606971740723, z: -17.254352569580078",34.778°C,29.4628%
2022-04-16 05:15:52.422092,IERS2010 latitude +4.7047 N longitude 3.9071 E elevation 413935.2 m,In sunlight,"x: 12.912375450134277, y: 3.170022964477539, z: -17.501157760620117",34.8136°C,29.267%
2022-04-16 05:16:07.522956,IERS2010 latitude +5.4736 N longitude 4.4545 E elevation 413859.3 m,In sunlight,"x: 12.428807258605957, y: 3.816920042037964, z: -18.064847946166992",34.7247°C,28.6183%
2022-04-16 05:16:22.613522,IERS2010 latitude +6.2413 N longitude 5.0031 E elevation 413790.8 m,In sunlight,"x: 12.001219749450684, y: 4.444764137268066, z: -18.294328689575195",34.8136°C,29.6861%
